Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
lucene;2.4;org.apache.lucene.search.FieldCacheImpl$12;2;2;0;8;17;1;1;8;0;1.0;77;1.0;1;0.6666667;0.625;1;1;37.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.ConcurrentMergeScheduler;25;2;0;7;63;208;2;7;11;0.8942308;531;0.7692308;2;0.08;0.17857143;0;0;19.72;16;1;670;0;0;;2
lucene;2.4;org.apache.lucene.index.TermVectorsTermsWriter$PostingList;1;2;0;3;2;0;2;1;0;2.0;7;0.0;0;0.0;1.0;0;0;3.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.analysis.Tokenizer;4;2;4;10;6;0;9;1;2;0.33333334;22;1.0;0;0.71428573;0.75;0;0;4.25;4;2;22;1;3;;4
lucene;2.4;org.apache.lucene.store.BufferedIndexInput;17;2;2;4;33;42;3;1;10;0.6953125;478;0.625;0;0.5483871;0.30208334;1;5;26.647058;3;1;44;1;3;;0
lucene;2.4;org.apache.lucene.analysis.WordlistLoader;4;1;0;2;17;6;2;0;4;2.0;147;0.0;0;0.0;0.33333334;0;0;35.75;1;1;2;1;0;;1
lucene;2.4;org.apache.lucene.search.spans.TermSpans;10;1;0;6;25;0;3;3;10;0.7037037;180;1.0;2;0.0;0.325;0;0;16.4;1;1;16;1;0;;3
lucene;2.4;org.apache.lucene.analysis.StopFilter;13;3;0;6;29;38;2;4;11;0.71666664;178;0.6;1;0.46666667;0.2857143;1;2;12.307693;6;4;185;1;4;;1
lucene;2.4;org.apache.lucene.index.LogMergePolicy;21;2;2;10;47;108;3;8;15;0.92083335;817;0.33333334;1;0.24;0.26875;0;0;37.333332;10;1;499;0;0;;4
lucene;2.4;org.apache.lucene.search.ScoreDocComparator$2;4;1;0;2;6;6;1;2;3;2.0;31;0.0;0;0.0;0.75;0;0;6.75;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.FuzzyQuery$ScoreTermQueue;2;2;0;4;5;1;1;3;1;2.0;40;0.0;0;0.9230769;0.6666667;1;3;19.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.SpanFilterResult;5;1;0;4;6;0;3;1;5;0.6666667;35;1.0;1;0.0;0.45;0;0;5.4;2;2;140;0;0;;0
lucene;2.4;org.apache.lucene.search.MultiTermQuery;7;2;2;10;27;1;2;8;6;0.33333334;136;1.0;1;0.6666667;0.34285715;2;3;18.285715;0;0;;1;0;;5
lucene;2.4;org.apache.lucene.index.TermInfosReader;19;1;0;14;45;79;2;12;6;0.7094017;629;1.0;7;0.0;0.25;0;0;31.421053;5;2;226;1;4;;2
lucene;2.4;org.apache.lucene.index.CompoundFileWriter;9;1;0;9;51;14;3;6;5;0.703125;414;0.75;2;0.0;0.30357143;0;0;44.11111;4;2;29;1;3;;0
lucene;2.4;org.apache.lucene.document.Field$Index;2;2;0;5;3;1;4;1;0;1.0;46;0.0;8;1.0;1.0;0;0;18.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.RangeFilter;9;2;0;8;38;0;1;7;9;0.083333336;695;1.0;0;0.22222222;0.3148148;2;2;75.55556;3;3;248;1;3;;2
lucene;2.4;org.apache.lucene.index.SegmentInfos$FindSegmentsFile;4;1;6;12;28;2;7;5;3;0.6666667;400;0.0;1;0.0;0.4375;0;0;98.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.PhraseScorer;13;3;2;9;34;0;2;7;6;0.6666667;345;1.0;4;0.4;0.21978022;1;3;24.846153;0;0;;1;0;;4
lucene;2.4;org.apache.lucene.index.ParallelReader$ParallelTermDocs;10;1;1;6;22;0;2;5;10;0.3888889;95;1.0;2;0.0;0.28333333;0;0;8.3;;0;;;0;;0
lucene;2.4;org.apache.lucene.queryParser.ParseException;5;3;0;3;18;0;2;1;4;0.55;408;0.4;1;0.8666667;0.4;1;1;79.6;3;2;28;1;3;;1
lucene;2.4;org.apache.lucene.search.FieldCacheImpl$6;2;2;0;8;17;1;1;8;0;1.0;77;1.0;1;0.6666667;0.625;1;1;37.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.spans.SpanTermQuery;10;3;1;10;28;0;2;8;10;0.0;122;1.0;1;0.65384614;0.26666668;2;2;11.1;1;1;5;1;0;;1
lucene;2.4;org.apache.lucene.search.DocIdSet;2;1;3;16;3;1;15;1;2;2.0;5;0.0;0;0.0;1.0;0;0;1.5;1;1;27;0;0;;5
lucene;2.4;org.apache.lucene.search.FieldDocSortedHitQueue;5;2;0;6;25;0;3;3;0;0.375;378;0.0;1;0.75;0.5;1;3;74.2;3;2;54;1;2;;0
lucene;2.4;org.apache.lucene.index.MultiSegmentReader;37;3;1;22;95;0;4;20;21;0.71031743;1118;1.0;1;0.7307692;0.1266892;2;11;29.027027;7;3;729;0;0;;7
lucene;2.4;org.apache.lucene.search.SortComparator$1;4;1;0;3;6;0;1;3;3;0.6666667;35;1.0;1;0.0;0.5;0;0;7.25;;0;;;0;;0
lucene;2.4;org.apache.lucene.analysis.LowerCaseFilter;4;3;0;4;14;4;1;3;2;0.8333333;74;0.0;0;0.7777778;0.41666666;1;2;17.0;2;1;30;1;1;;0
lucene;2.4;org.apache.lucene.store.VerifyingLockFactory;3;2;0;4;7;0;2;3;3;0.75;36;0.0;1;0.6666667;0.6;0;0;9.666667;2;1;121;0;0;;0
lucene;2.4;org.apache.lucene.index.ByteSliceReader;13;2;0;8;22;38;5;3;10;0.65833336;447;0.0;1;0.60714287;0.21428572;1;4;32.615383;2;1;148;0;0;;0
lucene;2.4;org.apache.lucene.search.PhrasePositions;5;1;0;5;12;0;4;1;0;0.6785714;95;0.0;2;0.0;0.53333336;0;0;16.6;0;0;;1;0;;0
lucene;2.4;org.apache.lucene.search.FieldSortedHitQueue$6;4;1;0;3;6;0;1;2;3;0.33333334;48;1.0;0;0.0;0.5833333;0;0;10.75;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.CompoundFileReader;16;2;0;9;40;70;2;7;16;0.72;267;1.0;2;0.57575756;0.5;1;5;15.375;3;2;32;1;2;;0
lucene;2.4;org.apache.lucene.store.FSDirectory;29;2;2;18;97;114;8;10;24;0.8464286;1037;0.8;0;0.41304347;0.26785713;1;8;34.41379;12;2;248;1;11;;9
lucene;2.4;org.apache.lucene.analysis.StopAnalyzer$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.store.SimpleFSLockFactory;6;2;0;5;17;3;2;3;4;0.2;102;1.0;0;0.5714286;0.6111111;0;0;15.833333;3;2;37;1;3;;2
lucene;2.4;org.apache.lucene.search.spans.SpanQuery;6;2;5;20;8;15;14;7;5;2.0;17;0.0;0;0.7058824;0.5;1;1;1.8333334;1;1;27;1;0;;3
lucene;2.4;org.apache.lucene.store.Lock;6;1;5;19;19;13;18;1;5;1.0;119;0.33333334;0;0.0;0.6;0;0;18.333334;3;2;33;1;2;;1
lucene;2.4;org.apache.lucene.store.VerifyingLockFactory$CheckedLock;6;2;0;3;21;0;1;3;5;0.3;95;1.0;2;0.44444445;0.33333334;1;1;14.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.analysis.standard.StandardAnalyzer$SavedStreams;2;1;0;4;3;1;1;3;0;2.0;10;0.0;2;0.0;0.75;0;0;3.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.TermsHashConsumer;8;1;2;9;9;28;5;5;0;1.0;16;0.0;1;0.0;0.26785713;0;0;0.875;2;1;40;0;0;;0
lucene;2.4;org.apache.lucene.index.DocumentsWriter$DocState;2;1;0;20;4;1;16;5;1;1.875;19;0.0;4;0.0;0.75;0;0;4.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.TermVectorEntry;13;1;0;4;22;32;3;1;10;0.78333336;135;0.8;1;0.0;0.26923078;1;1;9.0;1;1;98;0;0;;0
lucene;2.4;org.apache.lucene.index.StoredFieldsWriter;13;2;0;14;43;10;4;13;5;0.7291667;498;0.0;3;0.3529412;0.20833333;0;0;36.692307;1;1;190;0;0;;3
lucene;2.4;org.apache.lucene.search.Hits;12;1;0;15;34;26;3;14;5;0.6753247;480;0.9285714;6;0.0;0.32142857;0;0;37.833332;2;2;73;1;2;;2
lucene;2.4;org.apache.lucene.index.TermVectorEntryFreqSortedComparator;2;1;0;1;7;1;0;1;2;2.0;37;0.0;0;0.0;0.75;0;0;17.5;1;1;42;0;0;;0
lucene;2.4;org.apache.lucene.search.ConstantScoreQuery;8;2;0;8;19;8;3;6;7;0.42857143;93;1.0;1;0.6315789;0.25;2;3;10.5;3;3;18;1;1;;6
lucene;2.4;org.apache.lucene.index.FilterIndexReader;28;2;0;12;57;0;0;12;23;0.0;200;1.0;1;0.73;0.18571429;1;9;6.107143;3;2;24;1;2;;2
lucene;2.4;org.apache.lucene.index.FilterIndexReader$FilterTermDocs;9;1;1;4;18;0;1;3;9;0.0;53;1.0;1;0.0;0.25925925;0;0;4.7777777;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.DisjunctionMaxQuery;14;2;0;7;38;0;2;6;11;0.3846154;318;1.0;0;0.5;0.17142858;2;5;21.571428;4;3;9;1;2;;5
lucene;2.4;org.apache.lucene.search.PrefixGenerator;2;1;2;7;16;0;2;5;1;0.0;66;1.0;1;0.0;0.6666667;0;0;31.5;0;0;;1;0;;0
lucene;2.4;org.apache.lucene.search.payloads.BoostingTermQuery$BoostingTermWeight;3;2;0;11;8;1;2;11;2;0.5;33;1.0;1;0.75;0.4;1;1;9.666667;;0;;;0;;0
lucene;2.4;org.apache.lucene.store.FSDirectory$FSIndexOutput;6;3;0;2;15;0;1;1;6;0.4;80;0.5;0;0.83870965;0.36666667;1;2;12.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.store.FSDirectory$FSIndexInput$Descriptor;3;2;0;2;7;1;2;0;2;0.8333333;40;0.33333334;0;0.9512195;0.5555556;0;0;11.333333;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.MultipleTermPositions;13;1;0;8;36;58;1;7;13;0.7916667;191;1.0;2;0.0;0.20192307;0;0;13.384615;1;1;3;1;1;;0
lucene;2.4;org.apache.lucene.index.ConcurrentMergeScheduler$MergeThread;7;2;0;5;26;11;1;5;6;0.7;193;0.2;4;0.90384614;0.36666667;0;0;25.857143;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.InvertedDocConsumerPerThread;5;1;1;9;6;10;6;4;0;2.0;8;0.0;0;0.0;0.46666667;0;0;0.6;1;1;27;0;0;;0
lucene;2.4;org.apache.lucene.search.QueryWrapperFilter$2;2;2;0;3;4;0;1;3;1;0.5;19;1.0;2;0.5;0.6;0;0;7.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.store.RAMInputStream;8;2;0;3;17;0;1;2;6;0.5;236;0.875;1;0.7083333;0.27083334;1;4;27.5;3;2;36;1;3;;0
lucene;2.4;org.apache.lucene.index.DocFieldConsumers$PerDoc;4;2;0;3;9;0;2;2;3;0.33333334;75;0.33333334;3;0.5714286;0.625;0;0;17.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.ExtendedFieldCacheImpl$5;2;2;0;6;22;0;1;6;0;0.0;116;1.0;1;0.6666667;0.625;1;1;56.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.Payload;14;1;0;4;22;0;3;1;14;0.23076923;227;1.0;0;0.0;0.42857143;1;1;15.0;3;2;338;1;2;;0
lucene;2.4;org.apache.lucene.queryParser.MultiFieldQueryParser;12;2;0;9;33;34;0;9;5;0.59090906;453;1.0;0;0.88505745;0.28333333;1;5;36.583332;4;3;56;1;2;;0
lucene;2.4;org.apache.lucene.index.ReusableStringReader;5;2;0;2;8;8;2;0;3;0.5;90;0.0;0;0.71428573;0.45;1;2;16.4;1;1;54;0;0;;0
lucene;2.4;org.apache.lucene.search.FieldCache$FloatParser;1;1;0;5;1;0;5;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.DocumentsWriter;76;1;0;53;185;1998;18;46;0;0.94120216;2835;0.40983605;12;0.0;0.069866665;0;0;35.5;49;3;8975;0;0;;9
lucene;2.4;org.apache.lucene.search.FilterManager$FilterCleaner;2;1;0;2;15;0;2;2;2;0.0;109;1.0;1;0.0;0.75;0;0;52.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.DocInverter$FieldInvertState;2;1;0;6;3;1;6;0;0;1.0;22;0.0;0;0.0;0.75;0;0;8.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.queryParser.QueryParser$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.store.FSDirectory$FSIndexInput;8;3;1;4;18;6;2;2;5;0.5714286;119;0.5;1;0.8378378;0.35;2;7;13.625;;0;;;0;;0
lucene;2.4;org.apache.lucene.document.FieldSelector;1;1;0;19;1;0;18;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;2;2;5;1;0;;0
lucene;2.4;org.apache.lucene.index.TermVectorOffsetInfo;9;1;0;11;10;2;11;0;8;0.6666667;83;0.6666667;1;0.0;0.5;1;1;7.888889;0;0;;1;0;;1
lucene;2.4;org.apache.lucene.search.PrefixFilter$2;2;2;0;4;4;0;1;4;1;0.5;20;1.0;2;0.5;0.6;1;1;8.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.ScoreDoc;1;1;1;23;2;0;23;0;1;2.0;12;0.0;0;0.0;1.0;0;0;9.0;0;0;;1;0;;1
lucene;2.4;org.apache.lucene.search.Searcher;24;1;3;41;29;270;30;14;23;0.9130435;138;1.0;1;0.0;0.275;0;0;4.7083335;5;2;48;1;4;;3
lucene;2.4;org.apache.lucene.store.MMapDirectory$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.IndexWriter;166;1;0;44;392;6747;16;34;88;0.8865375;8474;0.73770493;12;0.0;0.07003367;0;0;49.68072;70;5;8164;1;47;;30
lucene;2.4;org.apache.lucene.store.AlreadyClosedException;1;5;0;5;2;0;5;0;1;2.0;5;0.0;0;1.0;1.0;0;0;4.0;0;0;;1;0;;0
lucene;2.4;org.apache.lucene.search.SpanFilterResult$StartEnd;3;1;0;1;4;0;1;0;3;0.5;20;1.0;0;0.0;0.6666667;0;0;5.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.FreqProxFieldMergeState;5;1;0;10;16;0;1;9;2;0.75;238;0.14285715;6;0.0;0.41666666;0;0;43.8;2;1;121;0;0;;0
lucene;2.4;org.apache.lucene.search.FilterManager$FilterCleaner$1;2;1;0;3;5;1;1;3;1;1.0;52;1.0;2;0.0;0.625;0;0;24.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.SegmentMerger;23;1;0;31;128;39;4;30;0;0.8129371;1901;0.88461536;10;0.0;0.1694215;0;0;80.521736;16;2;647;1;8;;4
lucene;2.4;org.apache.lucene.index.InvertedDocConsumer;7;1;1;7;8;21;4;4;0;1.0;15;0.0;1;0.0;0.34285715;0;0;1.0;1;1;46;0;0;;0
lucene;2.4;org.apache.lucene.search.TimeLimitedCollector$TimerThread;4;2;0;2;10;0;1;2;2;0.0;46;1.0;0;0.9591837;0.625;1;1;10.25;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.InvertedDocEndConsumerPerThread;5;1;1;8;6;10;6;3;0;2.0;8;0.0;0;0.0;0.46666667;0;0;0.6;1;1;25;0;0;;0
lucene;2.4;org.apache.lucene.search.spans.SpanOrQuery$SpanQueue;2;2;0;4;7;1;1;3;1;1.0;55;1.0;1;0.9230769;0.625;1;3;26.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.util.StringHelper;3;1;0;1;6;3;1;0;2;2.0;62;0.0;0;0.0;0.33333334;0;0;19.666666;1;1;17;1;0;;0
lucene;2.4;org.apache.lucene.index.FieldsReader;25;1;0;19;77;170;3;17;0;0.8108974;1041;0.84615386;5;0.0;0.20833333;0;0;40.12;16;2;411;1;11;;4
lucene;2.4;org.apache.lucene.search.function.CustomScoreQuery$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.analysis.TokenFilter;3;2;8;9;6;0;8;1;2;0.0;20;1.0;1;0.71428573;0.6666667;0;0;5.3333335;3;1;12;1;2;;3
lucene;2.4;org.apache.lucene.search.FieldSortedHitQueue;20;2;0;22;62;172;2;21;5;0.8552632;438;0.75;3;0.4;0.24561404;1;4;20.7;6;4;159;1;5;;3
lucene;2.4;org.apache.lucene.index.TermsHashConsumerPerField;7;1;2;10;8;21;7;3;0;2.0;10;0.0;0;0.0;0.4;0;0;0.42857143;2;1;36;0;0;;0
lucene;2.4;org.apache.lucene.index.ParallelReader;35;2;0;16;103;317;3;16;28;0.8137255;865;0.8888889;0;0.6886792;0.15238096;1;10;23.457144;7;3;195;1;5;;5
lucene;2.4;org.apache.lucene.queryParser.TokenMgrError;6;3;0;2;19;15;2;0;4;1.12;184;0.0;0;0.8125;0.5;1;1;28.833334;3;2;33;1;3;;1
lucene;2.4;org.apache.lucene.index.BufferedDeletes;5;1;0;5;30;0;1;4;0;0.1875;227;0.0;0;0.0;0.3;0;0;43.6;1;1;146;0;0;;1
lucene;2.4;org.apache.lucene.index.MergePolicy$MergeException;5;4;0;3;7;4;2;1;5;0.5;31;1.0;1;0.9285714;0.55;0;0;5.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.util.DocIdBitSet$DocIdBitSetIterator;6;2;0;2;11;0;1;2;3;0.53333336;76;0.6666667;0;0.42857143;0.53333336;0;0;11.166667;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.PositionBasedTermVectorMapper$TVPositionInfo;5;1;0;2;8;0;1;1;4;0.5833333;49;1.0;0;0.0;0.36;0;0;8.2;;0;;;0;;0
lucene;2.4;org.apache.lucene.analysis.Token;51;1;0;25;77;43;23;2;45;0.6553846;1122;0.23076923;1;0.0;0.2857143;1;1;20.745098;11;5;979;1;8;;4
lucene;2.4;org.apache.lucene.index.DocumentsWriterThreadState;2;1;0;7;5;0;4;5;1;0.8333333;57;0.0;3;0.0;0.75;0;0;24.5;5;1;1457;0;0;;1
lucene;2.4;org.apache.lucene.search.FieldCacheImpl$11;2;2;0;6;20;0;1;6;0;0.0;105;1.0;1;0.6666667;0.625;1;1;51.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.DirectoryIndexReader;25;2;2;20;82;160;5;18;8;0.8819444;596;0.8333333;5;0.76842105;0.19791667;2;8;22.36;10;3;510;0;0;;10
lucene;2.4;org.apache.lucene.index.FieldsReader$FieldForMerge;5;2;0;5;7;4;2;3;5;2.0;61;0.0;0;0.84615386;0.4;1;4;11.2;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.Explanation;13;1;1;41;21;64;41;0;11;0.6111111;197;1.0;0;0.0;0.2923077;0;0;13.923077;1;1;2;1;0;;1
lucene;2.4;org.apache.lucene.analysis.WhitespaceAnalyzer;3;2;0;4;8;3;0;4;3;2.0;31;0.0;0;0.71428573;0.7777778;1;2;9.333333;1;1;11;1;0;;1
lucene;2.4;org.apache.lucene.index.TermDocs;8;1;0;30;8;28;28;2;8;2.0;8;0.0;0;0.0;0.3;0;0;0.0;0;0;;1;0;;0
lucene;2.4;org.apache.lucene.util.ScorerDocQueue;16;1;0;3;24;0;2;2;12;0.38333333;361;1.0;2;0.0;0.328125;0;0;21.3125;0;0;;1;0;;1
lucene;2.4;org.apache.lucene.analysis.standard.StandardTokenizerImpl;25;1;0;3;35;196;2;2;10;0.9684959;729;0.70731705;0;0.0;0.21428572;0;0;26.52;6;2;1058;0;0;;0
lucene;2.4;org.apache.lucene.util.cache.Cache;7;1;2;5;9;21;5;1;6;2.0;18;0.0;0;0.0;0.47619048;0;0;1.5714285;2;1;105;0;0;;0
lucene;2.4;org.apache.lucene.index.CharBlockPool;3;1;0;5;7;0;4;1;3;0.35714287;106;0.14285715;1;0.0;0.6666667;0;0;32.0;2;1;69;0;0;;0
lucene;2.4;org.apache.lucene.index.SegmentTermPositionVector;4;2;0;4;5;0;1;3;3;0.6666667;65;0.6666667;1;0.7777778;0.47619048;0;0;14.5;0;0;;1;0;;0
lucene;2.4;org.apache.lucene.search.FieldSortedHitQueue$8;4;1;0;4;5;0;1;3;3;0.33333334;50;1.0;1;0.0;0.5833333;0;0;11.25;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.DocumentsWriter$FlushState;2;1;0;16;6;1;15;2;1;1.8571428;24;0.0;2;0.0;0.75;0;0;7.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.TermInfosWriter;11;1;0;10;44;1;2;8;0;0.7190476;658;0.52380955;7;0.0;0.36666667;0;0;56.909092;4;1;242;1;3;;1
lucene;2.4;org.apache.lucene.index.ParallelArrayTermVectorMapper;4;2;0;6;7;0;1;5;3;0.45833334;123;1.0;1;0.625;0.45833334;0;0;27.75;0;0;;0;0;;0
lucene;2.4;org.apache.lucene.search.DisjunctionMaxScorer;11;3;0;4;25;0;1;3;7;0.625;447;1.0;0;0.44444445;0.28787878;1;3;39.272728;2;2;1;1;1;;2
lucene;2.4;org.apache.lucene.search.spans.SpanWeight;7;1;1;13;46;0;2;12;7;0.6904762;357;1.0;2;0.0;0.30952382;0;0;49.0;0;0;;1;0;;4
lucene;2.4;org.apache.lucene.index.SegmentInfo;36;1;0;23;77;92;18;5;8;0.7768707;1568;0.52380955;1;0.0;0.18285714;1;1;41.97222;7;1;243;1;3;;2
lucene;2.4;org.apache.lucene.analysis.StopAnalyzer;8;2;0;9;18;0;2;8;7;0.5;228;0.5;0;0.71428573;0.35714287;1;2;27.25;1;1;17;1;0;;2
lucene;2.4;org.apache.lucene.document.Document$1;3;1;0;1;7;0;1;1;2;0.5;25;0.5;1;0.0;0.6666667;0;0;6.6666665;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.InvertedDocConsumerPerField;5;1;1;7;6;10;5;2;0;2.0;8;0.0;0;0.0;0.4;0;0;0.6;1;1;41;0;0;;0
lucene;2.4;org.apache.lucene.search.ExtendedFieldCacheImpl$2;2;1;0;2;4;1;1;1;1;2.0;8;0.0;0;0.0;0.75;0;0;3.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.util.CloseableThreadLocal;7;1;0;4;27;7;4;0;4;0.7083333;135;0.5;0;0.0;0.3888889;0;0;17.714285;2;1;107;0;0;;2
lucene;2.4;org.apache.lucene.search.spans.PayloadSpans;2;1;0;15;2;1;14;1;2;2.0;2;0.0;0;0.0;1.0;0;0;0.0;1;1;69;0;0;;2
lucene;2.4;org.apache.lucene.index.StoredFieldsWriter$PerDoc;5;2;0;5;11;0;3;3;2;0.5;42;0.33333334;2;0.5;0.6;0;0;6.8;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.SegmentReader;64;3;1;39;183;1464;13;33;28;0.90373784;2234;0.58064514;13;0.60509557;0.13919415;2;15;33.421875;17;3;728;1;11;;23
lucene;2.4;org.apache.lucene.index.DocFieldProcessor;6;2;0;10;25;0;2;10;6;0.6666667;91;0.0;3;0.5;0.33333334;0;0;13.666667;1;1;80;0;0;;1
lucene;2.4;org.apache.lucene.search.BooleanQuery$1;2;3;0;3;3;1;1;3;1;1.0;12;1.0;1;0.95652175;0.625;1;1;4.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.function.OrdFieldSource$1;5;2;0;2;14;0;1;2;3;0.5;46;1.0;1;0.75;0.5;1;7;7.8;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.PositionBasedTermVectorMapper;6;2;0;3;15;11;0;3;6;0.85;110;1.0;0;0.5555556;0.3888889;0;0;16.666666;2;2;169;0;0;;0
lucene;2.4;org.apache.lucene.search.SpanQueryFilter;8;3;0;8;29;0;0;8;7;0.14285715;118;1.0;1;0.33333334;0.375;1;1;13.625;3;3;110;0;0;;1
lucene;2.4;org.apache.lucene.search.spans.SpanNotQuery$1;9;1;0;5;31;0;1;5;8;0.7083333;248;1.0;4;0.0;0.33333334;0;0;25.88889;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.function.ReverseOrdFieldSource$1;6;2;0;2;13;1;1;2;4;0.33333334;61;1.0;1;0.7058824;0.5416667;1;6;8.666667;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.MultiPhraseQuery;17;2;0;13;48;12;4;10;13;0.625;413;1.0;0;0.42857143;0.15882353;2;4;23.058823;3;2;57;1;2;;4
lucene;2.4;org.apache.lucene.store.Directory;20;1;3;57;36;176;52;5;19;0.8947368;193;0.5;1;0.0;0.29166666;0;0;8.55;4;2;21;1;4;;2
lucene;2.4;org.apache.lucene.search.ExactPhraseScorer;2;4;0;8;9;1;2;6;0;2.0;64;0.0;0;0.95238096;0.5833333;1;1;31.0;0;0;;1;0;;2
lucene;2.4;org.apache.lucene.search.QueryTermVector;10;1;0;4;38;0;0;4;9;0.3888889;287;1.0;0;0.0;0.34;0;0;27.5;1;1;20;1;1;;0
lucene;2.4;org.apache.lucene.search.function.ValueSourceQuery$ValueSourceWeight;7;1;0;10;12;3;2;10;7;0.6666667;67;0.25;2;0.0;0.30952382;0;0;8.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.document.Fieldable;24;1;0;20;24;276;19;1;24;2.0;24;0.0;0;0.0;0.29166666;0;0;0.0;5;3;62;1;2;;1
lucene;2.4;org.apache.lucene.search.BooleanScorer2$2;2;4;0;4;6;0;1;4;1;0.0;40;1.0;1;0.9375;0.6;2;2;17.5;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.MultipleTermPositions$TermPositionsQueue;3;2;0;3;13;3;1;2;1;2.0;42;0.0;0;0.85714287;0.5555556;1;3;13.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.NormsWriterPerField;7;2;0;9;20;5;2;8;3;0.7962963;191;0.0;4;0.2857143;0.2777778;0;0;25.0;1;1;77;0;0;;0
lucene;2.4;org.apache.lucene.search.Filter;3;1;6;28;5;3;25;3;3;2.0;15;0.0;0;0.0;0.8333333;0;0;4.0;1;1;31;1;1;;1
lucene;2.4;org.apache.lucene.search.ExtendedFieldCacheImpl$1;2;1;0;2;4;1;1;1;1;2.0;8;0.0;0;0.0;0.75;0;0;3.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.HitIterator;5;1;0;2;10;0;1;2;4;0.375;60;1.0;1;0.0;0.6;0;0;10.6;3;2;3;1;2;;0
lucene;2.4;org.apache.lucene.search.FieldCache$StringIndex;1;1;0;9;2;0;9;0;1;2.0;12;0.0;0;0.0;1.0;0;0;9.0;;0;;;0;;0
lucene;2.4;org.apache.lucene.index.DocFieldProcessorPerField;2;1;0;5;5;0;1;5;2;1.1666666;31;0.0;4;0.0;0.6666667;0;0;11.5;1;1;45;0;0;;0
lucene;2.4;org.apache.lucene.index.InvertedDocEndConsumerPerField;3;1;1;5;4;3;5;0;0;2.0;6;0.0;0;0.0;1.0;0;0;1.0;1;1;23;0;0;;0
lucene;2.4;org.apache.lucene.util.ScorerDocQueue$HeapedScorerDoc;3;1;0;2;5;1;1;2;0;0.16666667;31;0.33333334;2;0.0;0.6666667;0;0;8.333333;;0;;;0;;0
lucene;2.4;org.apache.lucene.search.Searchable;11;1;0;18;11;55;6;12;11;2.0;11;0.0;0;0.0;0.26363635;0;0;0.0;2;1;4;1;2;;5
